,word1,word2,label
1010,работник,чеканочный,0
1011,молодить,молодеть,1
1012,охватить,обхватить,1
1013,домовый,домовой,1
1014,ловчий,пополнить,0
1015,сталактит,этичный,0
1016,симпатичный,автоматичный,0
1017,купальщик,основание,0
1018,информированность,информация,1
1019,потоки,холопский,0
1020,представление,оживлять,0
1021,русский,российский,1
1022,благодарственный,благодарный,1
1023,скрытный,скрытый,1
1024,цепенить,ветровой,0
1025,сетчатый,разночинный,0
1026,астматический,астматичный,1
1027,английский,рыболов,0
1028,производственный,исходный,0
1029,интранет,отпечатать,0
1030,собственный,демократичность,0
1031,подживать,взрыть,0
1032,одеть,надеть,1
1033,адресат,адресант,1
1034,микроскопичный,микроскопический,1
1035,угодливо,клёв,0
1036,прервать,зеленить,0
1037,учредительный,волнующий,0
1038,ординарческий,ординарный,1
1039,соседний,клюв,0
1040,микроскопический,микроскопичный,1
1041,обвинительный,каменистый,0
1042,хваткий,временщик,0
1043,обрывочный,досадно,0
1044,активизировать,существо,0
1045,мелкотравчатый,мелкотравный,1
1046,непонятно,глиняный,0
1047,зимовщик,гнилостный,0
1048,ломить,горячий,0
1049,игорный,отрешение,0
1050,памятный,памятливый,1
1051,теоретический,удалой,0
1052,аллегри,аллегро,1
1053,выборный,мистический,0
1054,ремесленнический,ремесленный,1
1055,тяготить,геройский,0
1056,сатирический,газовик,0
1057,дуреть,расточительный,0
1058,проблемный,проблематичный,1
1059,вера,автономность,0
1060,масличный,эстетский,0
1061,политический,популярный,0
1062,гордый,горделивый,1
1063,отчётливый,отчётный,1
1064,обезлошадеть,обезлошадить,1
1065,бесчувственность,разграничить,0
1066,мистичный,изверуский,0
1067,рабочий,старый,0
1068,классный,шлифовальщик,0
1069,проповедничий,вороновый,0
1070,прозаический,действенный,0
1071,зловещий,злобный,1
1072,чернить,эстетический,0
1073,светить,собственнический,0
1074,политичный,зачинщик,0
1075,психологичный,психологический,1
1076,единоверческий,единоверный,1
1077,взыскательный,изысканный,1
1078,обогреть,болезненный,0
1079,клёв,обессилеть,0
1080,вешала,переливчатый,0
1081,кожаный,кожный,1
1082,отбойник,интернет,0
1083,обхватить,нынче,0
1084,близкий,достигать,0
1085,холодеть,дельфиний,0
1086,опасный,опасливый,1
1087,азарт,азартность,1
1088,вдох,вздох,1
1089,Финно-,талант,0
1090,вековой,публицистичный,0
1091,усастый,усатый,1
1092,раздеть,разодеть,1
1093,сборчатый,сборочный,1
1094,стать,иронический,0
1095,обесплодить,гончарский,0
1096,нафталин,нафталан,1
1097,крокодилий,крокодиловый,1
1098,освоить,усвоить,1
1099,дурить,вспоминать,0
1100,несоизмеримый,неизмеримый,1
1101,редеть,вегетационный,0
1102,инновация,раздражительность,0
1103,варенный,знамение,0
1104,временной,временный,1
1105,угодный,уклоняться,0
1106,демократический,черви,0
1107,блуждать,блудить,1
1108,садовнический,дипломатия,0
1109,рисунчатый,рисуночный,1
1110,интернет,водяной,0
1111,бурав,деспотичный,0
1112,булавочный,булавчатый,1
1113,наличность,вожделенный,0
1114,ребрастый,ребристый,1
1115,гласность,огласка,1
1116,настоятельский,настоятельный,1
1117,живучий,отличие,0
1118,иголочный,игольчатый,1
1119,обжорливый,наличность,0
1120,подача,методика,0
1121,вспоминать,проповедничий,0
1122,яловый,ломать,0
1123,гадальный,допущение,0
1124,иструхляветь,вечный,0
1125,генеральный,пластический,0
1126,интеллигентный,интеллигентский,1
1127,наблюдательский,наблюдательный,1
1128,охладить,заодно,0
1129,работник,рабочий,1
1130,иноверческий,иноверный,1
1131,пугливый,пуганый,1
1132,пополнить,представление,0
1133,озолотить,обзолотить,1
1134,высотный,высокий,1
1135,спусковой,сатирический,0
1136,яростный,керосиновый,0
1137,дивизион,сытый,0
1138,патриотичный,произнесение,0
1139,юмореска,зверский,0
1140,поверка,проверка,1
1141,шлифовальщик,шлифовальник,1
1142,завоевательный,завоевательский,1
1143,токсичный,токсический,1
1144,перегородочный,перегородчатый,1
1145,игольчатый,иголочный,1
1146,дрогнуть,вздрогнуть,1
1147,зверский,отгрызаться,0
1148,вешалка,вешала,1
1149,напоминание,существо,0
1150,волосатый,волосистый,1
1151,чудной,масличный,0
1152,единовременный,одновременный,1
1153,тема,тематика,1
1154,упадочнический,упадочный,1
1155,обесплодеть,обесплодить,1
1156,ответный,подбородник,0
1157,доходный,экономский,0
1158,удалой,разодеть,0
1159,разный,методистский,0
1160,чернеть,отрешение,0
1161,желанный,лесистый,0
1162,ненавистнический,ненавистный,1
1163,взыскательный,дефектный,0
1164,различный,разный,1
1165,гнутый,гнуткий,1
1166,реабилитационный,подпяточник,0
1167,налагать,шершаветь,0
1168,догматический,догматичный,1
1169,встряхнуть,тряхнуть,1
1170,декоративный,декорационный,1
1171,демонтаж,монтаж,1
1172,обезводить,обезводеть,1
1173,происки,поиски,1
1174,сочинительный,сочинительский,1
1175,неорганичный,неорганический,1
1176,венок,венец,1
1177,оделить,обделить,1
1178,сладостный,сладкий,1
1179,схематический,схематичный,1
1180,подбородник,подбородок,1
1181,безделица,завоевательский,0
1182,камчатный,непонятливый,0
1183,отирать,оттирать,1
1184,языковой,отпечатки,0
1185,изнашиваемость,изношенность,1
1186,классный,камчатный,0
1187,обзолотить,редеть,0
1188,легальный,зачинщик,0
1189,варкий,дождевой,0
1190,войти,догматический,0
1191,элегичный,элегический,1
1192,бобёр,фён,0
1193,вспоминать,новация,0
1194,корневой,коренной,1
1195,взвесить,свесить,1
1196,понятливый,понятный,1
1197,складской,складной,1
1198,экономский,экономный,1
1199,воскресать,воскрешать,1
1200,холопий,желтеть,0
1201,молодеть,фазаний,0
1202,оформительский,оформительный,1
1203,инженерский,инженерный,1
1204,безответственный,бедняк,0
1205,бунтовщик,бунтарь,1
1206,героизм,героика,1
1207,непонятный,расточительский,0
1208,постричь,подстричь,1
1209,единообразие,однообразие,1
1210,полемичный,душевность,0
1211,перетерпеть,вспыльчивость,0
1212,безыскусственный,пергаментный,0
1213,жабий,поверка,0
1214,горний,информационный,0
1215,гнутый,анархичный,0
1216,экранизировать,экранировать,1
1217,вечеря,вечерня,1
1218,оплатить,отплатить,1
1219,пионерный,пионерский,1
1220,аллегоричный,аллегорический,1
1221,вначале,изначально,1
1222,юмористический,юмористичный,1
1223,высветить,высветлить,1
1224,воскрешать,злой,0
1225,отклик,неприметный,0
1226,отгрызаться,жилищный,0
1227,запасный,усвоить,0
1228,мистический,стать,0
1229,отдельный,отдельский,1
1230,духовность,душевность,1
1231,жабий,жабный,1
1232,хлеборобный,воскрешать,0
1233,ветряной,посёлок,0
1234,золотить,золотеть,1
1235,элитарный,прожигательный,0
1236,экспонент,экспонат,1
1237,пьянить,пьянеть,1
1238,целый,дельфиний,0
1239,штурмовик,неоглядный,0
1240,ловкий,микроскопичный,0
1241,вешала,вешалка,1
1242,микроскопический,пергаментный,0
1243,обвязать,обязать,1
1244,расточительский,расточительный,1
1245,вдеть,вздеть,1
1246,поспешный,поспешливый,1
1247,метод,малопонятливый,0
1248,лавочнический,булавочный,0
1249,активировать,сметливый,0
1250,внеклассовый,внеклассный,1
1251,перепончатый,потребительский,0
1252,сметный,головашки,0
1253,неприметливый,неприметный,1
1254,Атлантида,Атлантика,1
1255,гуманный,гуманистический,1
1256,воспитательский,воспитательный,1
1257,однорукий,ограниченность,0
1258,тяготить,активизировать,0
1259,стать,встать,1
1260,игривый,игристый,1
1261,зверский,звериный,1
1262,прибавить,однорукий,0
1263,сдвоенный,удвоенный,1
1264,иноверный,иноверческий,1
1265,горловина,горло,1
1266,рогастый,двигатель,0
1267,чувственный,геройский,0
1268,поспешный,клеёнчатый,0
1269,тяжко,тягостно,1
1270,окаменеть,окаменить,1
1271,исполнительный,гордость,0
1272,вечный,вековой,1
1273,тупеть,тупить,1
1274,приобретательский,будничный,0
1275,благоустроенность,потребительский,0
1276,человеческий,ритмичный,0
1277,отряхнуть,горделивый,0
1278,эстетный,эстетский,1
1279,кондукторский,штурмовщик,0
1280,дворовый,придворный,1
1281,явственно,явно,1
1282,удачный,удачливый,1
1283,группа,ярый,0
1284,дефектный,дефективный,1
1285,ограниченность,ограничение,1
1286,заплатить,пергаменный,0
1287,эфемерный,элегичный,0
1288,доходный,доходчивый,1
1289,архаический,архаичный,1
1290,феерический,юмористика,0
1291,именной,приметный,0
1292,водяной,водный,1
1293,обезглавить,кондукторский,0
1294,гончарский,гончарный,1
1295,настоятельский,метод,0
1296,жабий,безответственный,0
1297,подживлять,подживать,1
1298,гарантия,гарант,1
1299,отмета,отметка,1
1300,пропащий,пропавший,1
1301,единичный,рожать,0
1302,чубастый,тупить,0
1303,артистичный,артистический,1
1304,экологический,комитет,0
1305,крокодилий,иронический,0
1306,холодильщик,холодильник,1
1307,контратака,оборотный,0
1308,чудаческий,грозовой,0
1309,покорливый,покорный,1
1310,желтеть,потребительный,0
1311,анекдотический,анекдотичный,1
1312,отрешение,отречение,1
1313,пергаментный,пергаменный,1
1314,заходить,полировочный,0
1315,провиниться,повиниться,1
1316,заботный,заботливый,1
1317,стеклеть,жалостливо,0
1318,восприемник,интеллигентный,0
1319,рисковый,рисковой,1
1320,достойно,сметный,0
1321,производный,спусковой,0
1322,обрывок,отрывок,1
1323,проблематичный,возраст,0
1324,холодильник,сладкий,0
1325,пьянеть,вечный,0
1326,обзолотить,озолотить,1
1327,впрыгнуть,вспрыгнуть,1
1328,различать,отличать,1
1329,атака,контратака,1
1330,наследственный,цельный,0
1331,гуманный,могущественный,0
1332,инженерный,инженерский,1
1333,иждивенство,иждивенчество,1
1334,видение,новация,0
1335,заглавный,главный,1
1336,ароматичный,ароматический,1
1337,поэтический,учредительский,0
1338,премьерский,зловещий,0
1339,легитимный,легальный,1
1340,ювелирный,ювелирский,1
1341,изобретательный,изобретательский,1
1342,азартность,информированность,0
1343,авторитарный,авторитетный,1
1344,полис,деловитый,0
1345,пастушеский,пастуший,1
1346,мельничий,духовой,0
1347,завидливый,завидный,1
1348,съёмочный,съёмный,1
1349,сметливый,сметный,1
1350,добычный,добычливый,1
1351,единоверный,единоверческий,1
1352,дерзить,горячий,0
1353,рабочий,работник,1
1354,чувственный,претерпеть,0
1355,плавни,грозовой,0
1356,публицистичный,публицистический,1
1357,скрытный,жилой,0
1358,вклад,травматический,0
1359,костный,старинный,0
1360,неграмотный,безграмотный,1
1361,взбежать,чудной,0
1362,меланхоличный,меланхолический,1
1363,приобретательный,приобретательский,1
1364,вбежать,масличный,0
1365,заодно,воедино,1
1366,явный,явственный,1
1367,сущность,талант,0
1368,волосистый,масличный,0
1369,солитер,действительный,0
1370,абстракция,абстрактность,1
1371,господний,господский,1
1372,желанный,желательный,1
1373,схоластический,остепенеть,0
1374,догматический,внеклассовый,0
1375,удалой,удальской,1
1376,разборочный,осветить,0
1377,холопский,холопий,1
1378,взбежать,гнилой,0
1379,отряхнуть,крокодиловый,0
1380,заблудиться,пропавший,0
1381,пластический,пластичный,1
1382,приметливый,приметный,1
1383,вороновый,вороний,1
1384,исторический,историчный,1
1385,человеческий,яблочный,0
1386,подхалимский,подхалимный,1
1387,практичный,выжидательный,0
1388,близкий,правительский,0
1389,зло,злостно,1
1390,преобразовательный,преобразовательский,1
1391,могильник,могильщик,1
1392,жавороночий,жавороночный,1
1393,стрелчатый,наследственный,0
1394,обличительный,обличительский,1
1395,советник,советчик,1
1396,почтенный,отбойщик,0
1397,просветительный,просветительский,1
1398,черкешенка,четырёхручный,0
1399,фактический,отписка,0
1400,благоустройство,благоустроенность,1
1401,теоретический,теоретичный,1
1402,поглотить,приобретательский,0
1403,даровой,дарёный,1
1404,остеклеть,остеклить,1
1405,сеточный,представиться,0
1406,остервенить,остервенеть,1
1407,экспонат,экспонент,1
1408,дудочный,дудчатый,1
1409,налагать,возлагать,1
1410,экзерсисы,седельчатый,0
1411,фабрикат,изношенность,0
1412,конфузно,спасительный,0
1413,могущественный,домовый,0
1414,темнить,темнеть,1
1415,хлебопашенный,хлебопашеский,1
1416,шляпочный,шляпный,1
1417,взаимопонимание,трагический,0
1418,ковкий,ковочный,1
1419,зубатый,зубастый,1
1420,акционерный,вакхальный,0
1421,бобёр,охватить,0
1422,контратака,атака,1
1423,мифичный,стеклянный,0
1424,покупательский,покупательный,1
1425,монистический,неорганичный,0
1426,глиняный,глинистый,1
1427,пластинчатый,пластиночный,1
1428,подрядный,подрядческий,1
1429,экономия,жавороночий,0
1430,травматологический,травматический,1
1431,спасательный,производительность,0
1432,астматический,группа,0
1433,единственный,единый,1
1434,рыбий,рыбный,1
1435,вязаться,связываться,1
1436,глубокий,глубинный,1
1437,патриотичный,распутница,0
1438,двигатель,трубчатый,0
1439,накрапливать,обсуждение,0
1440,эффективность,эффектность,1
1441,монистичный,иструхлявить,0
1442,заблуждаться,заблудиться,1
1443,практичный,практический,1
1444,покорный,покорливый,1
1445,рогастый,рогатый,1
1446,фанатичный,романтичный,0
1447,прозаичный,домовой,0
1448,Атлантика,Атлантида,1
1449,сравнимый,доходить,0
1450,раскольничий,раскольнический,1
1451,царственный,практический,0
1452,блудить,схематический,0
1453,ябедный,ябедливый,1
1454,учредительский,учредительный,1
1455,инженерный,порвать,0
1456,воскресение,охладеть,0
1457,пророчественный,пророческий,1
1458,подделка,проделка,1
1459,высветлить,желанный,0
1460,раздражение,вдовий,0
1461,дипломат,дипломант,1
1462,авторитетный,авторитарный,1
1463,поэтичный,поэтический,1
1464,правительственный,правительский,1
1465,человечий,человечный,1
1466,удачно,искусно,0
1467,малопонятный,малопонятливый,1
1468,тюлений,тюленевый,1
1469,безделица,малоудачливый,0
1470,атавистичный,тесёмчатый,0
1471,садовнический,полемичный,0
1472,рогастый,иструхляветь,0
1473,центральный,столярный,0
1474,оглупеть,оглупить,1
1475,хвостистский,хвостистый,1
1476,автономность,автономия,1
1477,непонятно,фанатический,0
1478,надеть,одеть,1
1479,чудаческий,поиски,0
1480,завидный,мудрить,0
1481,активизировать,активировать,1
1482,добрый,добротный,1
1483,симпатический,прервать,0
1484,автобиографичный,автобиографический,1
1485,истеричный,неудачливый,0
1486,чиновничий,чиновницкий,1
1487,воедино,заодно,1
1488,двигатель,головешки,0
1489,непроницаемый,жабный,0
1490,жалостно,жалостливо,1
1491,симптоматичный,дымный,0
1492,напоминание,практический,0
1493,инвариант,потоки,0
1494,мельничный,мельничий,1
1495,безумство,безумие,1
1496,экономика,экономия,1
1497,тягостно,тяжко,1
1498,кокотка,заживлять,0
1499,гагарий,гагаровый,1
1500,выгодность,выгода,1
1501,ребячий,ребячливый,1
1502,могильник,подпятник,0
1503,поступить,домовый,0
1504,генеральский,генеральный,1
1505,животный,пропавший,0
1506,хваткий,хватский,1
1507,действие,обладать,0
1508,конфузно,конфузливо,1
1509,опаршиветь,праздный,0
1510,симптоматичный,пергаменный,0
1511,логичный,темнеть,0
1512,экранизировать,встать,0
1513,коричневый,коричный,1
1514,подача,веселеть,0
1515,шутливый,шуточный,1
1516,невинный,крокодилий,0
1517,добротный,досадный,0
1518,легитимный,представиться,0
1519,невинный,невиновный,1
1520,пастуший,разночинный,0
1521,обладать,владеть,1
1522,склочный,логический,0
1523,рост,возраст,1
1524,талант,талан,1
1525,стихотворческий,стихотворный,1
1526,мелкотравчатый,истеричный,0
1527,сравнительный,сравнимый,1
1528,разместиться,поместиться,1
1529,скотный,скотский,1
1530,певчий,соляровый,0
1531,греческий,эскалатор,0
1532,измышление,рост,0
1533,неоглядный,ненаглядный,1
1534,громовой,громкий,1
1535,зверский,обездушить,0
1536,центральный,графический,0
1537,ненавистный,ненавистнический,1
1538,летательный,высветлить,0
1539,приобретательский,неприглядный,0
1540,охладеть,строительный,0
1541,инородный,ограниченность,0
1542,дисгармония,скрытый,0
1543,ящер,ящур,1
1544,всход,восход,1
1545,купальник,остатки,0
1546,опытнический,бывалый,0
1547,понедельничный,понедельный,1
1548,гневливый,гневный,1
1549,акселератор,вначале,0
1550,взбежать,яловочный,0
1551,динамизм,домоправление,0
1552,вздохнуть,вдохнуть,1
1553,незаметный,незаметливый,1
1554,горло,автоматичный,0
1555,атавистический,соседний,0
1556,пылкость,вспыльчивость,1
1557,органический,органичный,1
1558,типический,технический,0
1559,производительность,проповеднический,0
1560,признательный,признанный,1
1561,живой,животный,1
1562,методический,методистский,1
1563,трагичный,элегичный,0
1564,нестерпимо,нетерпимо,1
1565,естество,естественность,1
1566,бедственный,решимость,0
1567,малоудачный,несоизмеримый,0
1568,отговорка,безликий,0
1569,желтеть,желтить,1
1570,горло,горловина,1
1571,авантюрин,действие,0
1572,варёный,благотворительный,0
1573,шершавить,шершаветь,1
1574,стеклеть,собственнический,0
1575,ветряной,воскресать,0
1576,перепоночный,перепончатый,1
1577,беглец,беженец,1
1578,преобразовательный,реабилитированный,0
1579,легальный,легитимный,1
1580,проблематичный,совестно,0
1581,орлёный,орлиный,1
1582,дипломатия,дипломатика,1
1583,безвинный,невинный,1
1584,непонятно,непонятливо,1
1585,незаметливый,незаметный,1
1586,врыть,взрыть,1
1587,этичный,этический,1
1588,барский,барственный,1
1589,длительный,эстетный,0
1590,взрослить,конский,0
1591,изнашиваемость,женственный,0
1592,отрывок,обрывок,1
1593,сопротивление,логический,0
1594,фантазирование,днище,0
1595,царский,царственный,1
1596,узорчатый,вешала,0
1597,романтический,рабочий,0
1598,коренной,академический,0
1599,вечеря,факт,0
1600,толстеть,оборотный,0
1601,тематика,тема,1
1602,премьерский,премьерный,1
1603,бедняк,бедняга,1
1604,тягостный,декорационный,0
1605,ловчий,ловкий,1
1606,могильщик,могильник,1
1607,дипломатичный,дипломатический,1
1608,болезненный,поворотный,0
1609,зубья,зубы,1
1610,полис,идеалистистический,0
1611,беженец,отклик,0
1612,черстветь,черствить,1
1613,наличность,наличие,1
1614,глинистый,глиняный,1
1615,бородатый,бородастый,1
1616,военный,артистичный,0
1617,антипедагогический,разодеть,0
1618,грубить,грубеть,1
1619,рыбак,рыболов,1
1620,гоночный,методика,0
1621,дисквалификация,деквалификация,1
1622,масляный,маслянистый,1
1623,достойно,пристойно,1
1624,фееричный,выгода,0
1625,упадочный,упадочнический,1
1626,малахитный,малахитовый,1
1627,личный,фантазирование,0
1628,деляческий,дельный,1
1629,горячий,горючий,1
1630,гашёный,цвета,0
1631,соляровый,удалой,0
1632,обезземелеть,обезземелить,1
1633,обхватить,охватить,1
1634,крашеный,красочный,1
1635,схематический,сборчатый,0
1636,приметный,информация,0
1637,разночинный,разночинский,1
1638,гнездовье,тягостный,0
1639,азарт,воскресение,0
1640,предоставление,представление,1
1641,угодный,надеть,0
1642,восприемник,преемник,1
1643,обезножеть,обезножить,1
1644,добычливый,волосатый,0
1645,решительность,совестливо,0
1646,варенный,варёный,1
1647,каменный,каменистый,1
1648,яловочный,меланхоличный,0
1649,отборочный,предоставить,0
1650,черепаший,черепаховый,1
1651,монтаж,демонтаж,1
1652,проступок,поступок,1
1653,мифичный,экономный,0
1654,аллегоричный,черстветь,0
1655,измышление,борзый,0
1656,представительный,представительский,1
1657,мельничий,городничий,0
1658,притязательный,притягательный,1
1659,приглядный,приглядливый,1
1660,шляпочный,пророчественный,0
1661,штурмовик,обличительный,0
1662,головашки,головешки,1
1663,неврастенический,просёлок,0
1664,вздрогнуть,дрогнуть,1
1665,вспрыгнуть,обезводить,0
1666,графический,бородатый,0
1667,отклонение,воскрешать,0
1668,дружеский,дружественный,1
1669,термальный,термический,1
1670,публицистический,публицистичный,1
1671,толстить,толстеть,1
1672,керосинный,отирать,0
1673,заживлять,заживать,1
1674,обладать,оттирать,0
1675,рождать,абонемент,0
1676,артистичный,гарант,0
1677,интеллигентский,допуск,0
1678,дурить,единый,0
1679,схоластичный,схоластический,1
1680,сытый,иноверный,0
1681,гидрант,распутница,0
1682,годовой,годовалый,1
1683,военный,воинский,1
1684,квадрант,огласка,0
1685,сводный,вегетативный,0
1686,переливчатый,переливочный,1
1687,бродяжий,бродячий,1
1688,злобный,зловещий,1
1689,высветлить,высветить,1
1690,рогатый,варение,0
1691,расчётный,расчётливый,1
1692,шутливый,возмутительный,0
1693,лиричный,избирательный,0
1694,хлеборобский,порумянеть,0
1695,шнуровка,изнашиваемость,0
1696,останки,остатки,1
1697,солярный,соляровый,1
1698,всякий,эффективность,0
1699,защитный,защитительный,1
1700,горний,вакхальный,0
1701,флегматический,ненаглядный,0
1702,цинический,циничный,1
1703,вдох,черепаший,0
1704,охладеть,охладить,1
1705,полировочный,полированный,1
1706,шершаветь,вакансия,0
1707,братский,дудочный,0
1708,гусячий,гусачий,1
1709,воскресенье,воскресение,1
1710,охотливо,охотно,1
1711,невежда,невежа,1
1712,идиотический,идиотичный,1
1713,представление,предоставление,1
1714,здравница,здравица,1
1715,заботный,иструхлявить,0
1716,выжидательный,выжидающий,1
1717,автономность,плавни,0
1718,дидактический,дидактичный,1
1719,безвинный,всяческий,0
1720,дельфиновый,дельфиний,1
1721,личный,взыскательный,0
1722,юродливый,юродивый,1
1723,признанный,признательный,1
1724,сборочный,сборчатый,1
1725,осветить,осветлить,1
1726,коптеть,коптить,1
1727,летательный,чудаческий,0
1728,наследственный,пастуший,0
1729,русский,проповеднический,0
1730,реабилитированный,реабилитационный,1
1731,скальпель,вывёртываться,0
1732,инородческий,инородный,1
1733,выдержать,сдержать,1
1734,деловой,деловитый,1
1735,пропащий,рабочий,0
1736,пергаменный,пергаментный,1
1737,изобретательский,огородить,0
1738,чудацкий,чудаческий,1
1739,сопротивляемость,ребристый,0
1740,довольство,довольствие,1
1741,произношение,произнесение,1
1742,сталагмит,докучливо,0
1743,удальской,сочинительный,0
1744,дуреть,дурить,1
1745,антрацитный,сдвинуть,0
1746,деспотия,деспотизм,1
1747,завоевательский,завоевательный,1
1748,мифический,аритмический,0
1749,истребительский,истребительный,1
1750,истерический,истеричный,1
1751,симпатичный,симпатический,1
1752,искательный,искательский,1
1753,истеричный,дидактичный,0
1754,зимовник,царский,0
1755,толстеть,глинистый,0
1756,купальщик,купальник,1
1757,обстоятельственный,обстоятельный,1
1758,начертить,сводный,0
1759,корневой,артистический,0
1760,отборник,отборщик,1
1761,дифференциальный,дифференцированный,1
1762,взвалить,столярный,0
1763,волосистый,зеленеть,0
1764,сталактит,сталагмит,1
1765,плавки,плавни,1
1766,непонятный,непонятливый,1
1767,однокорневой,однокоренной,1
1768,греческий,грецкий,1
1769,парламентёрский,светить,0
1770,вдовий,вдовый,1
1771,экономика,иждивенчество,0
1772,потёки,потоки,1
1773,обогреть,огреть,1
1774,зимовник,зимовщик,1
1775,единичный,измышление,0
1776,спасительный,спасательный,1
1777,вбежать,скотский,0
1778,концепт,концепция,1
1779,демонстрационный,демонстративный,1
1780,правительский,безответственный,0
1781,экспонент,абстрактность,0
1782,героический,технический,0
1783,эффективный,обезножеть,0
1784,геройский,апокрифический,0
1785,запасный,братский,0
1786,цепенеть,живой,0
1787,заполнить,индейский,0
1788,ребячливый,ребячий,1
1789,заблуждаться,дивизия,0
1790,решительность,решимость,1
1791,законодательский,расточительный,0
1792,черстветь,экологичный,0
1793,истерический,элитный,0
1794,братний,братский,1
1795,конфузливый,жалостливый,0
1796,расточительный,расточительский,1
1797,связываться,безликий,0
1798,белеть,белить,1
1799,заходить,доходить,1
1800,приютский,приютный,1
1801,сломанный,сломленный,1
1802,исполнительный,стекольный,0
1803,грозовой,грозный,1
1804,однообразие,единообразие,1
1805,блестеть,блистать,1
1806,экскаватор,отклик,0
1807,днище,молодеть,0
1808,негласный,безгласный,1
1809,пополнить,произношение,0
1810,великаний,черкешенка,0
1811,шествовать,полнеть,0
1812,кондукторский,кондукторный,1
1813,соляровый,обезлошадеть,0
1814,рожать,рождать,1
1815,произвольный,метафизичный,0
1816,довольствие,высший,0
1817,поминать,вспоминать,1
1818,сытно,сыто,1
1819,прозаичный,прозаический,1
1820,обидчивый,обидный,1
1821,пенсионер,пансионер,1
1822,догматичный,догматический,1
1823,вегетативный,узорный,0
1824,особый,особенный,1
1825,палаточный,палатный,1
1826,группировка,группа,1
1827,движитель,двигатель,1
1828,досадный,скальпель,0
1829,терпеливость,терпимость,1
1830,дарёный,даровой,1
1831,гордый,юмористика,0
1832,антипедагогический,антипедагогичный,1
1833,обезглаветь,обезглавить,1
1834,невиновный,невинный,1
1835,угодливо,ловкий,0
1836,видение,видение,1
1837,человечный,человечий,1
1838,сладкий,сладостный,1
1839,интернет,интранет,1
1840,акционерный,акционерский,1
1841,жавороночный,жавороночий,1
1842,шефствовать,шествовать,1
1843,экономический,экономичный,1
1844,заживлять,искусственно,0
1845,выборный,выборочный,1
1846,продуктовый,продуктивный,1
1847,динамика,динамизм,1
1848,бережность,бережливость,1
1849,терпимость,терпеливость,1
1850,запасный,упадочнический,0
1851,схематический,двойняшки,0
1852,явно,явственно,1
1853,воскресение,пылкость,0
1854,удачно,удачливо,1
1855,вообще,пластиночный,0
1856,клетчатый,ярый,0
1857,обсудить,наёмный,0
1858,грибное,грибковое,1
1859,держать,содержать,1
1860,шелковый,шелковистый,1
1861,законодательный,шляпный,0
1862,лавочнический,борзой,0
1863,цепенить,здравница,0
1864,будний,женский,0
1865,насильственно,насильно,1
1866,чудной,шляпный,0
1867,вдеть,эскалатор,0
1868,притягательный,притязательный,1
1869,хищный,аллегорический,0
1870,гашенный,гашёный,1
1871,вдеть,волосатый,0
1872,рогастый,дипломант,0
1873,антрацитовый,антрацитный,1
1874,расчётливый,расчётный,1
1875,поспешливый,поспешный,1
1876,информационный,информативный,1
1877,подхалимный,житейский,0
1878,горний,горный,1
1879,искусственно,искусно,1
1880,наполнить,духовность,0
1881,заодно,понимание,0
1882,покупательный,дуреть,0
1883,рыболов,рыбак,1
1884,вклад,вложение,1
1885,вздох,вдох,1
1886,поедим,поедем,1
1887,симптоматический,симптоматичный,1
1888,отдельный,грубеть,0
1889,монистический,монистичный,1
1890,фиеста,сиеста,1
1891,досадно,досадливо,1
1892,бур,бурав,1
1893,элегичный,длинный,0
1894,отчётный,двояшки,0
1895,невежа,ветряной,0
1896,исполнительский,непроницательный,0
1897,флегматический,враждебный,0
1898,жабий,ответный,0
1899,гражданственный,гражданский,1
1900,зубной,червить,0
1901,рачий,раковый,1
1902,лакировочный,лакированный,1
1903,кардинальный,зубастый,0
1904,кардинальный,холодить,0
1905,понимание,отгрызаться,0
1906,желательный,представительный,0
1907,раскрытие,оттирать,0
1908,удачливо,ванная,0
1909,воскрешать,воскресать,1
1910,дедушкин,изобретательский,0
1911,фантастический,фантастичный,1
1912,безответственный,стрелок,0
1913,сметливый,дипломат,0
1914,лесной,лесистый,1
1915,вбить,взбить,1
1916,годовалый,охладить,0
1917,керосинный,взаимопонимание,0
1918,пансионер,пенсионер,1
1919,безликий,безличный,1
1920,толстеть,толстить,1
1921,хвостистский,подживать,0
1922,обезлюдеть,обезлюдить,1
1923,вассальский,вассальный,1
1924,именной,именитый,1
1925,воспитательный,воспитательский,1
1926,выборочный,выборный,1
1927,лавочный,лавочнический,1
1928,хозяйский,хозяйственный,1
1929,элегичный,правительственный,0
1930,братский,ныне,0
1931,рожать,дар,0
1932,вдохнуть,вздохнуть,1
1933,озлить,озлеть,1
1934,тюленевый,унизительный,0
1935,постель,пастель,1
1936,нафталин,избирательский,0
1937,полис,мечтательский,0
1938,допуск,обрывочный,0
1939,языковый,обезлюдеть,0
1940,рыболовный,рыболовецкий,1
1941,вариант,блестеть,0
1942,монистический,эфемерный,0
1943,обладать,мифический,0
1944,слоновый,слоновий,1
1945,одышка,отдышка,1
1946,изначально,гнездо,0
1947,выгода,выгодность,1
1948,повиниться,провиниться,1
1949,лирический,школьнический,0
1950,злостный,злой,1
1951,бедняга,бедняк,1
1952,остатки,останки,1
1953,тяжкий,приметать,0
1954,бережливость,бережность,1
1955,коптить,коптеть,1
1956,простацкий,простецкий,1
