,word1,word2,label
1013,контратака,токсический,0
1014,вольный,отряхнуть,0
1015,сатирический,сатиричный,1
1016,разливочный,разливчатый,1
1017,остервенеть,технологичный,0
1018,пластический,пластичный,1
1019,безголосый,безголосный,1
1020,признанный,признательный,1
1021,запасливый,ныне,0
1022,гарантийный,гарантированный,1
1023,спускной,спусковой,1
1024,личный,испытательский,0
1025,сетчатый,даровой,0
1026,генеральный,генеральский,1
1027,подвижнический,изысканный,0
1028,в общем,вообще,1
1029,экспонат,экспонент,1
1030,лакировочный,четырёхручный,0
1031,особый,перепончатый,0
1032,человечный,постель,0
1033,выборный,выборочный,1
1034,простак,переливочный,0
1035,ювелирный,ювелирский,1
1036,конфузливо,циничный,0
1037,озолотеть,озолотить,1
1038,обличительный,обличительский,1
1039,представление,самодурский,0
1040,дыбом,на дыбы,1
1041,непроглядный,вспоминать,0
1042,возраст,пластический,0
1043,генеральный,деловой,0
1044,впрыгнуть,тряхнуть,0
1045,орлёный,энциклопедичный,0
1046,мельничий,мельничный,1
1047,отборщик,фактический,0
1048,бережливость,бережность,1
1049,однорукий,заодно,0
1050,летальный,летательный,1
1051,демобилизировать,мобилизировать,1
1052,сытно,сыто,1
1053,редеть,леденеть,0
1054,горделивый,вдохнуть,0
1055,рост,кокетка,0
1056,раковый,рачий,1
1057,псарский,подбородок,0
1058,безыскусный,выжидательный,0
1059,политический,политичный,1
1060,наблюдательский,огородить,0
1061,ответственный,обездушить,0
1062,истребительный,истребительский,1
1063,пророческий,пророчественный,1
1064,фён,отборщик,0
1065,лирический,лиричный,1
1066,произнесение,черстветь,0
1067,отдельный,логический,0
1068,доходный,доходчивый,1
1069,дипломат,абстракция,0
1070,романтический,романтичный,1
1071,притязательный,термальный,0
1072,ребрастый,ребристый,1
1073,зубы,седельчатый,0
1074,рисковой,рисковый,1
1075,пьянить,перетерпеть,0
1076,тематика,поспешный,0
1077,преобразовательный,преобразовательский,1
1078,деквалификация,обделить,0
1079,заполнить,двойственный,0
1080,оживать,ароматический,0
1081,крючкотворный,крючкотворский,1
1082,почтенный,нынче,0
1083,оглупеть,оглупить,1
1084,оживать,оживлять,1
1085,стрелочный,стрелчатый,1
1086,сценический,стеклянный,0
1087,горний,отрешение,0
1088,почтенный,почтительный,1
1089,этический,этичный,1
1090,патриотический,патриотичный,1
1091,сценический,годовалый,0
1092,изуверный,изверуский,1
1093,волнующий,волнительный,1
1094,преставиться,грозный,0
1095,микроскопичный,волосатый,0
1096,завидный,подголовник,0
1097,праздничный,праздный,1
1098,отряхнуть,стряхнуть,1
1099,духовный,духовой,1
1100,перепончатый,отборочный,0
1101,хлеборобный,диктант,0
1102,инновация,новация,1
1103,отборный,деспотия,0
1104,сатиричный,распутица,0
1105,гашенный,гашёный,1
1106,фен,фён,1
1107,взойти,безголосый,0
1108,полнеть,полнить,1
1109,апокрифический,апокрифичный,1
1110,факт,фактор,1
1111,разместиться,поместиться,1
1112,гоночный,гончий,1
1113,соседний,соседский,1
1114,обвинительный,ныне,0
1115,безыскусный,безыскусственный,1
1116,гусачий,гусячий,1
1117,чудной,чудный,1
1118,отклик,обличительный,0
1119,проблемный,будний,0
1120,чувственный,метод,0
1121,комический,комичный,1
1122,гидрант,гидрат,1
1123,допуск,допущение,1
1124,гуманизм,гуманность,1
1125,отчётливый,отчётный,1
1126,столярный,столярский,1
1127,новация,гусачий,0
1128,малоудачливый,ломить,0
1129,псарский,сытный,0
1130,гнуткий,гнутый,1
1131,двоичный,двойной,1
1132,стрелец,стрелок,1
1133,простудливый,простудный,1
1134,фланелевый,фланельный,1
1135,лесной,злобный,0
1136,меланхоличный,сломанный,0
1137,зачинатель,зачинщик,1
1138,отречение,отрешение,1
1139,газовик,газовщик,1
1140,выбор,подбор,1
1141,ординарческий,отречение,0
1142,экзерсисы,обезрыбеть,0
1143,героизм,героика,1
1144,уклонение,отклонение,1
1145,коллекторный,коллекторский,1
1146,наследный,стеклить,0
1147,тюленевый,тюлений,1
1148,талан,варенье,0
1149,сравнимый,сравнительный,1
1150,непонятливо,непонятно,1
1151,волосатый,болотный,0
1152,методика,цинический,0
1153,палатный,палаточный,1
1154,ближний,близкий,1
1155,раскольнический,раскольничий,1
1156,фен,цельный,0
1157,сдвоенный,удвоенный,1
1158,выдержать,сдержать,1
1159,оборотный,купальник,0
1160,охватить,надувательский,0
1161,гражданский,гражданственный,1
1162,вздрогнуть,дрогнуть,1
1163,булавчатый,остервенеть,0
1164,ригористичный,пластинчатый,0
1165,вырастить,нарастить,1
1166,близкий,гигиеничный,0
1167,фабрикант,фабрикат,1
1168,ригористический,ригористичный,1
1169,безделица,эстетный,0
1170,Финно-,Финско-,1
1171,охватить,хищный,0
1172,правительский,в общем,0
1173,исторический,мелодический,0
1174,разместиться,столярный,0
1175,потребительный,потребительский,1
1176,вымысел,измышление,1
1177,центральный,централизованный,1
1178,изобретательный,достойно,0
1179,изношенность,классовый,0
1180,целый,грамматичный,0
1181,просветительный,просветительский,1
1182,идеалистистический,домовой,0
1183,бородастый,бородатый,1
1184,могильник,испытательский,0
1185,звуковой,воинственный,0
1186,плавки,плавни,1
1187,источник,непонятный,0
1188,великаний,великанский,1
1189,скрытый,варенный,0
1190,золотеть,побуждать,0
1191,камчатный,драматичный,0
1192,методистский,методический,1
1193,различие,виноватый,0
1194,вбить,взбить,1
1195,гражданский,генеральский,0
1196,держать,фён,0
1197,доходчивый,духовность,0
1198,решимость,решительность,1
1199,травматологический,зимовщик,0
1200,проблематичный,холодильщик,0
1201,гарант,гарантия,1
1202,интеллигентный,интеллигентский,1
1203,анекдотический,анекдотичный,1
1204,виноватый,виновный,1
1205,узорный,приобретательный,0
1206,мучительский,практичный,0
1207,явственный,автономия,0
1208,остеклить,терпеливость,0
1209,золотить,ненаглядный,0
1210,гончарный,гончарский,1
1211,болезный,нетерпимо,0
1212,вязаться,связываться,1
1213,червить,воинствующий,0
1214,экономный,ароматический,0
1215,оборотливый,оборотный,1
1216,воскрешать,несоизмеримый,0
1217,встряхнуть,угодливый,0
1218,чиновницкий,чиновничий,1
1219,высокий,леденить,0
1220,достояние,премьерный,0
1221,эффективный,инородческий,0
1222,отмета,отметка,1
1223,сочинительный,сочинительский,1
1224,озлеть,озлить,1
1225,добрый,обзолотить,0
1226,антрацитовый,тряхнуть,0
1227,конъюнктура,концепт,0
1228,жилой,жилищный,1
1229,авантюрин,шумовой,0
1230,горючий,горячий,1
1231,экологический,озолотить,0
1232,каменистый,каменный,1
1233,приютный,гидрат,0
1234,стяжательский,аспирант,0
1235,атавистический,атавистичный,1
1236,сравнимый,пророчественный,0
1237,громкий,беглец,0
1238,парламентский,парламентёрский,1
1239,остепенеть,борзый,0
1240,астматический,астматичный,1
1241,антрацитный,антрацитовый,1
1242,шлифовальник,шлифовальщик,1
1243,лавочный,мучительский,0
1244,цвета,орлёный,0
1245,доверчивый,благотворительный,0
1246,завоевательный,мудрить,0
1247,нестерпимый,зачинатель,0
1248,акселератор,подголовник,0
1249,обвинительский,производственный,0
1250,травматический,травматологический,1
1251,окаменеть,гарант,0
1252,конфузный,иронический,0
1253,единственный,запасный,0
1254,клетчатый,произвольный,0
1255,завоевательный,завоевательский,1
1256,впрыгнуть,вспрыгнуть,1
1257,нестерпимый,нетерпимый,1
1258,обоснование,вдох,0
1259,шнурок,шнуровка,1
1260,иноверный,дерзить,0
1261,орлёный,идеалистичный,0
1262,вывёртываться,увёртываться,1
1263,бродяжий,бродячий,1
1264,экономия,юродивый,0
1265,воедино,заодно,1
1266,вариант,наполнить,0
1267,взрыть,фантазёрство,0
1268,обездушить,проповеднический,0
1269,демобилизировать,приветственный,0
1270,логический,остервенеть,0
1271,инженерный,инженерский,1
1272,солитер,солитёр,1
1273,именной,именитый,1
1274,комитент,экономический,0
1275,ошеек,зубы,0
1276,варочный,гусячий,0
1277,оппортунистический,оппортунистичный,1
1278,самодурный,самодурский,1
1279,обезрыбить,возраст,0
1280,вдох,ковочный,0
1281,обхватить,охватить,1
1282,остепенить,апокрифический,0
1283,вздрогнуть,малопонятный,0
1284,непроницаемый,непроницательный,1
1285,штурмовщик,дарёный,0
1286,кулацкий,кулачный,1
1287,запасливый,запасный,1
1288,пропавший,наследство,0
1289,неврастеничный,статичный,0
1290,атавистический,астматичный,0
1291,спусковой,обличительный,0
1292,иструхляветь,циничный,0
1293,здравница,владеть,0
1294,аспирант,аспират,1
1295,желтеть,желтить,1
1296,наследие,наследство,1
1297,благотворный,пропащий,0
1298,вегетативный,вегетационный,1
1299,шумный,шумовой,1
1300,произнесение,произношение,1
1301,атавистический,шефствовать,0
1302,летательный,проповеднический,0
1303,работник,рабочий,1
1304,останки,восприемник,0
1305,грамматический,грамматичный,1
1306,водный,разграничить,0
1307,чубастый,озолотить,0
1308,раздражение,провиниться,0
1309,бородастый,иструхлявить,0
1310,диктант,гончий,0
1311,анархичный,монистичный,0
1312,стихотворный,стихотворческий,1
1313,публицистичный,фактичный,0
1314,хлебопашенный,произвольный,0
1315,уклоняться,отклоняться,1
1316,поворотливый,поворотный,1
1317,раздеть,разодеть,1
1318,малопонятный,анархичный,0
1319,безыскусный,микроскопический,0
1320,цветастый,цветистый,1
1321,малахитный,малахитовый,1
1322,флегматический,изверуский,0
1323,безвинный,антипедагогический,0
1324,червиветь,памятливый,0
1325,гордость,пугливый,0
1326,концепция,концепт,1
1327,мечтательный,мечтательский,1
1328,артистический,артистичный,1
1329,представительный,представительский,1
1330,рисуночный,рисунчатый,1
1331,мелодический,мелодичный,1
1332,различие,постель,0
1333,снискать,лесистый,0
1334,ванная,черкеска,0
1335,доминантный,завидный,0
1336,кондукторный,кондукторский,1
1337,цветовой,остепенеть,0
1338,варение,варенье,1
1339,звуковой,сыто,0
1340,обезрыбить,высветлить,0
1341,угодливо,угодно,1
1342,отрывок,обрывок,1
1343,вешалка,вешала,1
1344,конъюнктура,конъектура,1
1345,порумянеть,костный,0
1346,головашки,головешки,1
1347,технический,техничный,1
1348,обезглаветь,звериный,0
1349,гагарий,защитительный,0
1350,ароматический,гнилой,0
1351,эффектный,обезводеть,0
1352,ломать,ломить,1
1353,опасливый,опасный,1
1354,оболванеть,оболванить,1
1355,фиеста,сиеста,1
1356,покупательский,заживлять,0
1357,зубовой,сыскать,0
1358,подбородник,аристократичный,0
1359,экономный,экономский,1
1360,штатный,штатский,1
1361,сводчатый,сетчатый,0
1362,экранизировать,сборочный,0
1363,докучный,деляческий,0
1364,жалостливо,жалостно,1
1365,фен,поворотливый,0
1366,неврастенический,неврастеничный,1
1367,обзолотить,озолотить,1
1368,гарантия,распутница,0
1369,художнический,червы,0
1370,клеточный,клетчатый,1
1371,тягостный,тяжкий,1
1372,поэтический,поэтичный,1
1373,заблудиться,заблуждаться,1
1374,швейцар,швейцарец,1
1375,экономический,экономичный,1
1376,публицистический,публицистичный,1
1377,мечтательный,подача,0
1378,умный,умственный,1
1379,просёлок,венец,0
1380,оглупить,заблудиться,0
1381,старинный,опасливый,0
1382,великий,величественный,1
1383,этический,травматический,0
1384,антрацитовый,невежа,0
1385,явный,явственный,1
1386,гоночный,стряхнуть,0
1387,удачно,наполнить,0
1388,опытнический,рисковый,0
1389,барственный,сопротивляемость,0
1390,возлагать,налагать,1
1391,пастушеский,пастуший,1
1392,правительский,правительственный,1
1393,озолотить,отличие,0
1394,варенье,прибавить,0
1395,здравница,пылкость,0
1396,технологический,школьный,0
1397,жабий,жабный,1
1398,оппортунистичный,пророческий,0
1399,обезземелеть,обезземелить,1
1400,разборочный,разборчивый,1
1401,зубатый,стрелок,0
1402,представиться,окаменеть,0
1403,временной,преемник,0
1404,пугливый,пуганый,1
1405,владеть,рожать,0
1406,охотно,вдох,0
1407,благоустроенность,терпеливость,0
1408,производный,политичный,0
1409,дымный,дымовой,1
1410,вклад,вложение,1
1411,мучительный,мучительский,1
1412,взбитый,вассальный,0
1413,обделить,оделить,1
1414,сладостно,воскресать,0
1415,человечий,человечный,1
1416,вдовий,вдовый,1
1417,обстоятельный,обстоятельственный,1
1418,венец,венок,1
1419,высветить,насильно,0
1420,переливчатый,хлеборобский,0
1421,явственный,проблематичный,0
1422,братний,братский,1
1423,единоверный,демократичность,0
1424,громкий,громовой,1
1425,восприемник,преемник,1
1426,маслянистый,масляный,1
1427,обжорливый,обжорный,1
1428,архаический,архаичный,1
1429,двойняшки,зернистый,0
1430,элитный,элитарный,1
1431,повиниться,великанский,0
1432,болотистый,болотный,1
1433,дельный,деляческий,1
1434,конный,конский,1
1435,пастушок,пастушонок,1
1436,звериный,зверский,1
1437,скотный,скотский,1
1438,протрезветь,седельчатый,0
1439,жавороночный,обвинительский,0
1440,неприметливый,неприметный,1
1441,удачливый,удачный,1
1442,инновация,переливочный,0
1443,юмористика,юмористка,1
1444,бывалый,швейцар,0
1445,венец,догматичный,0
1446,безделица,обезденежить,0
1447,заодно,ледяной,0
1448,безграмотный,неграмотный,1
1449,адресант,адресат,1
1450,натуралистический,натуралистичный,1
1451,добычливый,добычный,1
1452,словесный,царский,0
1453,хлеборобный,хлеборобский,1
1454,чернить,телевизионник,0
1455,исходный,исходящий,1
1456,экранировать,обстоятельственный,0
1457,словарный,словесный,1
1458,обезлюдеть,дурить,0
1459,досадливо,досадно,1
1460,отклонение,шелковый,0
1461,аргонавт,инородческий,0
1462,изуверный,дедушкин,0
1463,выучить,изучить,1
1464,тягостно,тяжко,1
1465,угодливый,угодный,1
1466,производительность,широтный,0
1467,усастый,усатый,1
1468,трубочный,трубчатый,1
1469,эстетический,эстетичный,1
1470,вафельница,увеселительный,0
1471,кабинетный,коптить,0
1472,доходить,заходить,1
1473,камчатный,Камчатский,1
1474,шелковистый,шелковый,1
1475,подстричь,постричь,1
1476,болезненный,болезный,1
1477,экономический,золотеть,0
1478,временник,временщик,1
1479,возбуждать,побуждать,1
1480,добротный,сборочный,0
1481,волосатый,волосистый,1
1482,проделка,сдержать,0
1483,складной,складской,1
1484,юмореска,юмористка,1
1485,вдохнуть,вздохнуть,1
1486,всякий,всяческий,1
1487,хищнический,человеческий,0
1488,надувательный,надувательский,1
1489,авторитарный,авторитетный,1
1490,опасливо,опасно,1
1491,царский,царственный,1
1492,безгласный,негласный,1
1493,пополнить,упадочный,0
1494,притягательный,притязательный,1
1495,историчный,изысканный,0
1496,владеть,оплатить,0
1497,меланхолический,жабный,0
1498,внеклассный,внеклассовый,1
1499,отрешение,пластичный,0
1500,продуктивный,описка,0
1501,экологичный,экологический,1
1502,экономия,стрелок,0
1503,домоправление,домоуправление,1
1504,взаимопонимание,высший,0
1505,видение,видение,1
1506,вымысел,породить,0
1507,докучно,маститый,0
1508,гнилой,гнилостный,1
1509,масличный,малахитовый,0
1510,обжорный,цветной,0
1511,лобный,белеть,0
1512,малоудачливый,малоудачный,1
1513,интеллигентный,отчётный,0
1514,депрессия,репрессия,1
1515,историчный,ребячий,0
1516,инвариант,зачинщик,0
1517,декларативный,искательский,0
1518,идеалистистический,идеалистичный,1
1519,заботливый,заботный,1
1520,анекдотичный,съёмочный,0
1521,юмореска,просветительный,0
1522,ловкий,ловчий,1
1523,громкий,охотно,0
1524,досадный,дегенерация,0
1525,возраст,рост,1
1526,декоративный,декорационный,1
1527,спасательный,заразительный,0
1528,выплатить,заплатить,1
1529,строительный,строительский,1
1530,практичный,эфирный,0
1531,холодильник,хлеборобный,0
1532,спускной,керосинный,0
1533,неизмеримый,всякий,0
1534,гадальный,гадательный,1
1535,аристократический,стяжательский,0
1536,земляной,решимость,0
1537,оговорка,отговорка,1
1538,наёмничий,наёмный,1
1539,идиотический,благоустройство,0
1540,естество,пастушок,0
1541,апокрифичный,ответный,0
1542,булавочный,звериный,0
1543,обезлюдить,артистический,0
1544,экономика,экономия,1
1545,трагический,трагичный,1
1546,болотистый,тягостный,0
1547,догматичный,личный,0
1548,аллегро,токсический,0
1549,заразный,заразительный,1
1550,акселератор,крокодилий,0
1551,досадливый,досадный,1
1552,накрапливать,накрапывать,1
1553,насильно,насильственно,1
1554,безумие,перегородчатый,0
1555,тема,тематика,1
1556,варкий,сопротивляемость,0
1557,достойно,статический,0
1558,дерзать,дерзить,1
1559,распутица,зачинатель,0
1560,прожигательный,прожигательский,1
1561,остепенеть,мучительный,0
1562,отборник,разместиться,0
1563,схематический,выжидательный,0
1564,информированность,пергаменный,0
1565,знамя,знамение,1
1566,приметать,примотать,1
1567,вступить,фактор,0
1568,деспотический,деспотичный,1
1569,термический,червить,0
1570,воинственный,воинствующий,1
1571,обезденежеть,обезденежить,1
1572,усастый,вдовый,0
1573,столовский,столовый,1
1574,обрывочный,усастый,0
1575,особенный,особый,1
1576,антипедагогический,антипедагогичный,1
1577,циничный,порвать,0
1578,слоновый,художнический,0
1579,языковый,фанатический,0
1580,предоставить,представить,1
1581,ребячий,ребячливый,1
1582,отирать,оттирать,1
1583,гордый,лакировочный,0
1584,настоятельский,талант,0
1585,обезглаветь,обезглавить,1
1586,учредительный,учредительский,1
1587,осиротеть,осиротить,1
1588,акулий,акуловый,1
1589,ограничение,ограниченность,1
1590,различие,отличие,1
1591,мужичий,кокотка,0
1592,единичный,одиночный,1
1593,кожаный,кожный,1
1594,горний,горный,1
1595,талан,окаменеть,0
1596,чародейный,чародейский,1
1597,гигиенический,гигиеничный,1
1598,расчётливый,расчётный,1
1599,травматический,сравнимый,0
1600,языковой,языковый,1
1601,четырёхрукий,четырёхручный,1
1602,шляпный,скобочный,0
1603,разместить,сметливый,0
1604,испытательный,испытательский,1
1605,костный,костяной,1
1606,апокрифический,доминантный,0
1607,пастушеский,проступок,0
1608,экспонат,ригористический,0
1609,порумянеть,порумянить,1
1610,садовнический,садовничий,1
1611,столярный,безголосный,0
1612,аритмический,аритмичный,1
1613,пластинчатый,оформительный,0
1614,ниточный,естественность,0
1615,оплатить,отплатить,1
1616,чародейский,осветлить,0
1617,артистический,невежа,0
1618,инородный,столовский,0
1619,зубы,зубья,1
1620,ремесленнический,ремесленный,1
1621,деловитый,деловой,1
1622,кормилица,кормильщица,1
1623,пакостливый,пакостный,1
1624,ловкий,симптоматичный,0
1625,подрядный,грозовой,0
1626,достигать,настигать,1
1627,густить,оградить,0
1628,благоустройство,дельфиний,0
1629,кабинетский,представиться,0
1630,демократический,астронавт,0
1631,именитый,акционерный,0
1632,подвижнический,подвижный,1
1633,русский,российский,1
1634,двойняшки,двояшки,1
1635,доверительный,певческий,0
1636,монистичный,деспотический,0
1637,воинский,борзой,0
1638,английский,англиканский,1
1639,активировать,каменистый,0
1640,покупательный,покупательский,1
1641,перегородчатый,шутливый,0
1642,командированный,командировочный,1
1643,хлебопашеский,масличный,0
1644,обессилеть,великий,0
1645,цветной,цветовой,1
1646,бывалый,бывший,1
1647,истерический,истеричный,1
1648,экскаватор,эскалатор,1
1649,исполнительный,исполнительский,1
1650,в одиночестве,наедине,1
1651,перегородочный,жабий,0
1652,отборочный,беженец,0
1653,переродниться,благотворный,0
1654,ниточный,нитчатый,1
1655,подпятник,сладкий,0
1656,прозаичный,шлифовальник,0
1657,глупеть,глупить,1
1658,побуждать,фактичный,0
1659,военный,воинский,1
1660,взыскательный,аллегоричный,0
1661,подживать,подживлять,1
1662,разграничить,отграничить,1
1663,подхалимный,подхалимский,1
1664,блистать,заводной,0
1665,лесной,лесистый,1
1666,догматичный,экзерсисы,0
1667,скотский,иструхляветь,0
1668,живительный,четырёхрукий,0
1669,господний,единоверный,0
1670,чувственный,чувствительный,1
1671,зимовник,зимовщик,1
1672,завидливый,удачливо,0
1673,аккордный,аккордовый,1
1674,вздрогнуть,отбойщик,0
1675,рогатый,разместить,0
1676,экологичный,эфирный,0
1677,конъектура,достояние,0
1678,скрытый,формат,0
1679,густить,пастушонок,0
1680,редеть,редить,1
1681,штурмовик,штурмовщик,1
1682,грозный,грозовой,1
1683,взбитый,сбитый,1
1684,ныне,нынче,1
1685,деквалификация,методика,0
1686,незаметливый,незаметный,1
1687,униженный,взбитый,0
1688,зачинщик,подбор,0
1689,ветровой,ветряной,1
1690,обогреть,огреть,1
1691,обесплодеть,обесплодить,1
1692,школьный,временной,0
1693,взойти,кулацкий,0
1694,конский,непроницательный,0
1695,дегенерация,регенерация,1
1696,дудочный,дудчатый,1
1697,оцепенеть,оцепенить,1
1698,седельчатый,заботливый,0
1699,воспитательный,обрывочный,0
1700,охотливо,охотно,1
1701,вегетативный,искусственно,0
1702,помета,высший,0
1703,лобный,лобовой,1
1704,могучий,могущественный,1
1705,оплатить,дивизия,0
1706,деспотический,эффектность,0
1707,описка,отписка,1
1708,гарантированный,элегичный,0
1709,аллегро,жилой,0
1710,скрытный,скрытый,1
1711,высветить,высветлить,1
1712,пополнить,действенный,0
1713,злой,конфузный,0
1714,вбежать,взбежать,1
1715,полированный,полировочный,1
1716,женский,женственный,1
1717,царственный,экспонент,0
1718,желтить,оцепенить,0
1719,склочнический,склочный,1
1720,происки,проверка,0
1721,холопий,холопский,1
1722,узорный,узорчатый,1
1723,накрапывать,невежда,0
1724,глубинный,складной,0
1725,элегический,узорный,0
1726,динамический,динамичный,1
1727,поедем,поедим,1
1728,памятливый,памятный,1
1729,диалектизм,седельчатый,0
1730,ребристый,заплатить,0
1731,аритмический,коптить,0
1732,слоновий,слоновый,1
1733,чернеть,швейцарец,0
1734,протрезветь,протрезвить,1
1735,отходный,близкий,0
1736,энциклопедический,обвинительный,0
1737,оглупить,иждивенчество,0
1738,меланхолический,меланхоличный,1
1739,сводчатый,малоудачный,0
1740,покорливый,покорный,1
1741,рыболовецкий,стрелчатый,0
1742,постель,пастель,1
1743,невинный,невиновный,1
1744,потёки,потоки,1
1745,бывший,непонятливо,0
1746,перепоночный,перепончатый,1
1747,овчарка,овчарня,1
1748,коричневый,коричный,1
1749,настоятельный,зачинатель,0
1750,дар,выплатить,0
1751,отбойник,отбойщик,1
1752,могильщик,собственный,0
1753,придворный,концепция,0
1754,авантюрист,разночинский,0
1755,высветлить,изуверный,0
1756,дефективный,пропавший,0
1757,грозный,рогатый,0
